Problem type:
least_squares
nparams:
24
function_evaluation,seconds,x(0),x(1),x(2),x(3),x(4),x(5),x(6),x(7),x(8),x(9),x(10),x(11),x(12),x(13),x(14),x(15),x(16),x(17),x(18),x(19),x(20),x(21),x(22),x(23),objective_function
  1255,  3.2241e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614226219984735e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119840784700645e-06
  1256,  3.2274e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823324818442485e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119840980366355e-06
  1257,  3.2306e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213750114400262e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119839508482572e-06
  1258,  3.2337e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969901176406195e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119843505887373e-06
  1259,  3.2367e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241727290433545e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119841687163337e-06
  1260,  3.2399e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654968134815463e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119841891922932e-06
  1261,  3.2431e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950738995689335e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119840906126640e-06
  1262,  3.2461e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155878405043967e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119842243970972e-06
  1263,  3.2492e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974126300064596e-02, -1.7714372289252349e-03, -4.6351809539682357e-05,  1.1119842448959418e-06
  1264,  3.2523e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714521300864288e-03, -4.6351809539682357e-05,  1.1119840741961694e-06
  1265,  3.2553e+03,  1.8895258140662713e-01,  2.0944796422758653e-02, -2.3772419883364902e-02, -1.2135083796482359e-01,  1.9892112947167553e-01,  2.1148386134793518e-02,  5.3868101850082480e-03,  1.8911509826880764e-03,  3.0407444830765740e-02,  1.6854498161865482e-02, -3.9022349380157971e-03, -5.9424557862583526e-04,  1.4714565781352434e-01,  1.5614211318823542e-02,  1.6823309917281291e-02,  1.1213748624284142e-01,  2.1969899686290076e-01,  2.2241712389272351e-02,  4.1654819123203525e-03, -6.3950589984077396e-03, -1.8155863503882774e-02,  1.8974111398903402e-02, -1.7714372289252349e-03, -4.6366710700876204e-05,  1.1119841630428691e-06
  1266,  3.2584e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828146197770e-06
  1267,  3.2616e+03,  1.8895257360548029e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828447851385e-06
  1268,  3.2649e+03,  1.8895255870431910e-01,  2.0944790549975646e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119829064160704e-06
  1269,  3.2679e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772394074709460e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828442864214e-06
  1270,  3.2711e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135082370839637e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828233449611e-06
  1271,  3.2743e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892114864854474e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828324607504e-06
  1272,  3.2774e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148338002858452e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119829797137844e-06
  1273,  3.2807e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3868055646392778e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119829021068732e-06
  1274,  3.2839e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911418778562476e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828641902245e-06
  1275,  3.2870e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407425625123188e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119829127761869e-06
  1276,  3.2902e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854485592549626e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828261245940e-06
  1277,  3.2935e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022149803490153e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828852765590e-06
  1278,  3.2967e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9422074082356483e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828374354579e-06
  1279,  3.2998e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714562128239159e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828842475620e-06
  1280,  3.3031e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614211839219273e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828091864208e-06
  1281,  3.3063e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823306548495575e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828225919226e-06
  1282,  3.3095e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213751915908331e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828202178893e-06
  1283,  3.3127e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969897902397473e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119829794816421e-06
  1284,  3.3158e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241683562338507e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828181578694e-06
  1285,  3.3189e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654598266669682e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119828895739402e-06
  1286,  3.3220e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950469788149836e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119827471843765e-06
  1287,  3.3252e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155827414410713e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119830139084433e-06
  1288,  3.3283e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974067462673765e-02, -1.7714202644284827e-03, -4.6319917118656986e-05,  1.1119829688765950e-06
  1289,  3.3315e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714351655896765e-03, -4.6319917118656986e-05,  1.1119828343599878e-06
  1290,  3.3348e+03,  1.8895255870431910e-01,  2.0944775648814452e-02, -2.3772379173548266e-02, -1.2135080880723517e-01,  1.9892113374738354e-01,  2.1148323101697258e-02,  5.3867906634780839e-03,  1.8911269766950537e-03,  3.0407410723961994e-02,  1.6854470691388432e-02, -3.9022000791878214e-03, -5.9420583966237098e-04,  1.4714560638123039e-01,  1.5614196938058079e-02,  1.6823291647334381e-02,  1.1213750425792211e-01,  2.1969896412281353e-01,  2.2241668661177313e-02,  4.1654449255057744e-03, -6.3950320776537898e-03, -1.8155812513249520e-02,  1.8974052561512571e-02, -1.7714202644284827e-03, -4.6334818279850834e-05,  1.1119828620925233e-06
  1291,  3.3381e+03,  1.8895255516044643e-01,  2.0944764433011881e-02, -2.3772375083554797e-02, -1.2135081013817824e-01,  1.9892114074013398e-01,  2.1148306104641156e-02,  5.3867841721237366e-03,  1.8911207295907798e-03,  3.0407399758347466e-02,  1.6854469705769495e-02, -3.9021918696651400e-03, -5.9420298231521794e-04,  1.4714559765667151e-01,  1.5614197869870561e-02,  1.6823294088965785e-02,  1.1213751440599153e-01,  2.1969895642693055e-01,  2.2241668982850123e-02,  4.1654391435609426e-03, -6.3950393055605161e-03, -1.8155793689271206e-02,  1.8974034653520929e-02, -1.7714171262119972e-03, -4.6314585128226176e-05,  1.1119824366437011e-06
  1292,  3.3412e+03,  1.8895257006160762e-01,  2.0944764433011881e-02, -2.3772375083554797e-02, -1.2135081013817824e-01,  1.9892114074013398e-01,  2.1148306104641156e-02,  5.3867841721237366e-03,  1.8911207295907798e-03,  3.0407399758347466e-02,  1.6854469705769495e-02, -3.9021918696651400e-03, -5.9420298231521794e-04,  1.4714559765667151e-01,  1.5614197869870561e-02,  1.6823294088965785e-02,  1.1213751440599153e-01,  2.1969895642693055e-01,  2.2241668982850123e-02,  4.1654391435609426e-03, -6.3950393055605161e-03, -1.8155793689271206e-02,  1.8974034653520929e-02, -1.7714171262119972e-03, -4.6314585128226176e-05,  1.1119823400245993e-06
  1293,  3.3444e+03,  1.8895255516044643e-01,  2.0944779334173075e-02, -2.3772375083554797e-02, -1.2135081013817824e-01,  1.9892114074013398e-01,  2.1148306104641156e-02,  5.3867841721237366e-03,  1.8911207295907798e-03,  3.0407399758347466e-02,  1.6854469705769495e-02, -3.9021918696651400e-03, -5.9420298231521794e-04,  1.4714559765667151e-01,  1.5614197869870561e-02,  1.6823294088965785e-02,  1.1213751440599153e-01,  2.1969895642693055e-01,  2.2241668982850123e-02,  4.1654391435609426e-03, -6.3950393055605161e-03, -1.8155793689271206e-02,  1.8974034653520929e-02, -1.7714171262119972e-03, -4.6314585128226176e-05,  1.1119824598526048e-06
  1294,  3.3477e+03,  1.8895255516044643e-01,  2.0944764433011881e-02, -2.3772389984715991e-02, -1.2135081013817824e-01,  1.9892114074013398e-01,  2.1148306104641156e-02,  5.3867841721237366e-03,  1.8911207295907798e-03,  3.0407399758347466e-02,  1.6854469705769495e-02, -3.9021918696651400e-03, -5.9420298231521794e-04,  1.4714559765667151e-01,  1.5614197869870561e-02,  1.6823294088965785e-02,  1.1213751440599153e-01,  2.1969895642693055e-01,  2.2241668982850123e-02,  4.1654391435609426e-03, -6.3950393055605161e-03, -1.8155793689271206e-02,  1.8974034653520929e-02, -1.7714171262119972e-03, -4.6314585128226176e-05,  1.1119824195645396e-06
  1295,  3.3508e+03,  1.8895255516044643e-01,  2.0944764433011881e-02, -2.3772375083554797e-02, -1.2135082503933943e-01,  1.9892114074013398e-01,  2.1148306104641156e-02,  5.3867841721237366e-03,  1.8911207295907798e-03,  3.0407399758347466e-02,  1.6854469705769495e-02, -3.9021918696651400e-03, -5.9420298231521794e-04,  1.4714559765667151e-01,  1.5614197869870561e-02,  1.6823294088965785e-02,  1.1213751440599153e-01,  2.1969895642693055e-01,  2.2241668982850123e-02,  4.1654391435609426e-03, -6.3950393055605161e-03, -1.8155793689271206e-02,  1.8974034653520929e-02, -1.7714171262119972e-03, -4.6314585128226176e-05,  1.1119824399536281e-06
